body,label
"Subject: re : enron case study update  good afternoon john ,  i just want to drop you a line to update you re : andy fastow . i have  confirmed a one hour interview slot with mr . fastow in monday , december 4 th  from  11 : 00 a . m . - noon . this is in addition to your schedule interviews with mr .  lay and mr . skilling - outline below .  if you have any questions , please do not hesitate to contact me at  713 - 853 - 5670 .  regards ,  cindy  - - - - - forwarded by cindy derecskey / corp / enron on 11 / 06 / 2000 04 : 49 pm - - - - -  cindy derecskey  10 / 31 / 2000 01 : 44 pm  to : "" john martin ""  cc : vince j kaminski / hou / ect @ ect , christie patrick / hou / ect @ ect  subject : re : enron case study  good afternoon john ,  i hope things are well with you . i am writing to update you on the status of  your meetings with andy fastow , ken lay and jeff skilling . i have arranged  the following meeting dates and times with ken lay and jeff skilling , ( i am  still trying to wo",legitimate
"Subject: natural gas nomination for december 2000 - - r e v i s i o n
please revise the natural gas nomination for the mtbe plant for december 2000
as follows :
10 , 000 mmbtu for the first 15 days of the month
2 , 000 mmbut for the last half of the month
- - - - - - - - - - - - - - - - - - - - - - forwarded by maritta mullet / gpgfin / enron on 11 / 27 / 2000
05 : 01 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
maritta mullet
11 / 27 / 2000 04 : 44 pm
to : david bush / ecf / enron @ enron , mark diedrich / gpgfin / enron @ enron , steven m
elliott / hou / ect @ ect , daren j farmer / hou / ect @ ect , paul fox / ecf / enron @ enron ,
david m johnson / ecf / enron @ enron , robert e lee / hou / ect @ ect , anita
luong / hou / ect @ ect , gregg lenart / hou / ect @ ect , thomas meers / gpgfin / enron @ enron ,
michael mitcham / gpgfin / enron @ enron , john l nowlan / hou / ect @ ect , lee l
papayoti / hou / ect @ ect , james prentice / gpgfin / enron @ enron ,",legitimate
"Subject: re : sfa individual registrations  hi julie ,  it is so nice to hear from you . i have had several conversations with  the houston compliance people regarding how to keep my sfa licenses current .  as per your request , i will respond to your questions in your email :  - - - - - original message - - - - -  from : russell , julie  sent : friday , april 06 , 2001 10 : 19 am  to : mack , iris  subject : sfa individual registrations  iris  your mails regarding sfa registration finally made their way to me , as i look  after all enron ' s individual registrations with the sfa .  at present , we are able to register overseas based individuals , although this  may change towards the end of the year when the fsa takes over from the sfa  as lead regulator in the uk .  i am sort of overseas . however i will be spending some time in the london  office ( which is another reason why i don ' t want to lose my sfa  designations ) . as a matter of fact , i will be coming to london office in a",legitimate
"Subject: enron / hpl actuals for january 5 - 7 , 2001
january 5 , 2001
teco tap 60 . 000 / enron
january 6 , 2001
no flow
january 7 , 2001
teco tap 60 . 000 / enron",legitimate
"Subject: james aimone  james aimone is a canditate for a summer position supporting the ena option  pricing and valuation team .  he will be at enron , friday april 28 from 2 : 30 to 4 : 00 .  schedule of interviews :  stinson gibner 2 : 30 - 2 : 45  zimin lu 2 : 45 - 3 : 00  paulo issler 3 : 00 - 3 : 15  elizabeth grant 3 : 30 - 4 : 00  thanks ,  stinson",legitimate
"Subject: re : prospective 6 / 22 houston visit  ehud ,  june 22 works for me . do you want to firm it up ?  vince  "" ehud i . ronn "" on 05 / 25 / 2000 06 : 45 : 49 pm  to : vince . j . kaminski @ enron . com  cc :  subject : prospective 6 / 22 houston visit  vince ,  many thanks for your e - mail .  > what about june 22 ? i have several trips in between may 25 and june 22 .  i thank you for the invitation . may i at this time acquire an "" option "" to  visit on that date , with the finalization of the visit ' s timing to be  completed early next month ?  thanks and best regards ,  ehud  ehud i . ronn  department of finance  college and graduate school of business  university of texas at austin  austin , tx . 78712 - 1179  voice : ( 512 ) 471 - 5853  fax : ( 512 ) 471 - 5073  internet : eronn @ mail . utexas . edu",legitimate
Subject: top brand new products directly from the manufactor !,spam
"Subject: fw : playgroup & young families church party pictures
bammelyoungfamilies
- - - - - - - - - - - - - - - - - - - - - - - - - - - listbot sponsor - - - - - - - - - - - - - - - - - - - - - - - - - -
get a low apr nextcard visa in 30 seconds !
1 . fill in the brief application
2 . receive approval decision within 30 seconds
3 . get rates as low as 2 . 99 % intro or 9 . 99 % ongoing apr and no
annual fee !
apply now !
http : / / www . bcentral . com / listbot / nextcard
the previous e - mail truncated the full web address . so , try the link below
instead :
to unsubscribe , write to - unsubscribe @ listbot . com",legitimate
Subject: follow - up meeting on wharton  good morning everyone :  vince would like to schedule a follow - up meeting on wharton as soon as  we can agree on a time .  how does monday the 18 th look for you ? vince is free from 9 : 30 am -  11 : 30 am and from 1 : 00 pm - 4 : 00 pm .  please let me know if you are available during any of these times .  thanks !  shirley crenshaw  3 - 5290,legitimate
"Subject: re : alpbacher finanzsymposium 2000 - invitation for a speech on  "" weatherderivatives ""  dear mr . enthofer ,  i regret to decline your kind invitation to speak at the alpbacher  finanzsymposium .  i have another engagement in the beginning of october in paris .  vince kaminski  finance trainer on 05 / 30 / 2000 08 : 02 : 42 am  to : "" ' vkamins @ enron . com ' ""  cc :  subject : alpbacher finanzsymposium 2000 - invitation for a speech on  "" weatherderivatives ""  dear mr . kaminski !  we are the organizer of the alpbacher finanzsymposium which is a top event  for austrian corporate and banking executives every year and takes place in  the mountains of tirol from 4 th to 6 th of october 2000 . it hosts  approximately 500 participants . this year ` s topic is "" balance sheet  protection "" .  we kindly ask you , if you are interested in presenting "" your latest research  into the application of weather risk management techniques "" at the symposium .  date and location : friday ,",legitimate
"Subject: more details on karolyi visit  vince :  we will have cocktails with andrew at mi luna in the village ( on  university , south side of the street between kirby and morningside ) at 5 : 30  monday evening . you can join in there or meet up with the dinner crew at  the appointed place .  we ' ll see you monday .  bbo",legitimate
"Subject: rendez - vous reporter : tuesday 5 th september 2000  > tuesday 5 th september 2000  >  > the monte carlo rendez - vous reporter from reactions , in association with  > guy carpenter [ http : / / www . guycarp . com ] . simply click on the link next to  > each headline to read the full story .  >  > top stories of the day :  >  > back to basics for employers re  > http : / / www . reactionsnet . com / conferences / viewstory . asp ? id = 675  >  > deconstructing the nature of risk  > http : / / www . reactionsnet . com / conferences / viewstory . asp ? id = 680  >  > also :  > quackenbush report condemned  > http : / / www . reactionsnet . com / conferences / viewstory . asp ? id = 683  > fremont moves to stem loses  > http : / / www . reactionsnet . com / conferences / viewstory . asp ? id = 684  > independent toughs it out  > http : / / www . reactionsnet . com / conferences / viewstory . asp ? id = 677  > xl to grow reinsurance business  > http : / / www . reactionsnet . co",legitimate
"Subject: re :  life . . . : )  maybe next time .  roman  - - - - - original message - - - - -  from : vince . j . kaminski @ enron . com  to : rkosecki @ mieco . com  sent : 10 / 18 / 00 1 : 14 pm  subject : re :  roman ,  sorry . i am leaving for philadelphia this evening . leaving office around  5  p . m . let ' s get together on another occasion .  vince  roman kosecki on 10 / 18 / 2000 02 : 09 : 28 pm  to : "" ' vince . j . kaminski @ enron . com ' ""  cc :  subject : re :  hi vince ,  i am in houston now . will have to work late . but how about  drinks / food  some time around 7 - 8 or later ? i am staying at wyndham greenplace ( ? )  and  will use taxi to get around .  thanks  roman  - - - - - original message - - - - -  from : vince . j . kaminski @ enron . com  to : rkosecki @ mieco . com  sent : 10 / 13 / 00 7 : 55 am  subject : re :  roman  thanks .  my home number is 281 367 5377  vince  roman kosecki on 10 / 13 / 2000 09 : 38 : 39 am  to : "" ' vince . j . kaminski @ enron . c",legitimate
"Subject: my new info  please respond to dear friends and colleagues ,  i have switched again my employment status between self - employment and  employment by joining the txu energy trading on the capacity of their  managing director of risk management operations . will commute home on  weekends , but otherwise , will be stationed in dallas . the new email address  is mjermakl @ txu . edu , and the phone number is ( 214 ) 875 - 9603 .  regards ,  martin jermakyan  www . txu . com  - winmail . dat",legitimate
"Subject: s . tamarchenko  teresa ,  it ' s ok to hire s . tamarchenko as a summer temporary employee .  we need all the help we can get this summer .  i assume it will be 40 hrs a week , as long as ut conforms with all the  external  and internal regulations .  vince",legitimate
"Subject: hpl nom for may 18 , 2001
( see attached file : hplno 518 . xls )
- hplno 518 . xls",legitimate
"Subject: nomination - 2 - 23 - 2000
i meant 2 / 24 / 2000 as the effective date of this nom .
- - - - - - - - - - - - - - - - - - - - - - forwarded by bruce mcmills / ftworth / pefs / pec on
02 / 23 / 2000
09 : 09 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
bruce mcmills
02 / 23 / 2000 08 : 55 am
to : dfarmer @ enron . com , briley @ enron . com , william e .
speckels / gcs / cec / pec @ pec ,
chad w . cass / gcs / cec / pec @ pec , donna c . spencer / gcs / cec / pec @ pec
cc : michael r . cherry / easttexas / pefs / pec @ pec , darrel f .
bane / easttexas / pefs / pec @ pec
subject : nomination - 2 - 23 - 2000
please incerease deliveries to eastrans to 65 , 000 mmbtu / d eff 2 / 23 / 2000 .
7 , 000 will come from fuels cotton valley .
maintain sale of 500 mmbtu / d .
increase pg & e nom to 58 , 000 mmbtu / d .
the agreement provides for up to 60 , 000 mmbtu at our option .
brian riley needs to approve the increase to 65 , 000 mmbtu / d .",legitimate
"Subject: re : may 2001 nomination
george ,
the following are my answers to your questions :
1 . no .
2 . the nomination is at the pay meter 9862 .
3 . in the past , this purchase has not been listed on the spreadsheet . it has been maintained by the risk group .
4 . as of 4 / 24 / 01 , comstock ' s nomination is 43 , 681 and kerr mcgee ' s is 29 , 037 .
5 . this purchase is not listed on the spreadsheet . it is maintained separately on a file by daren . to the best of my knowledge it is a good wellhead purchase .
bob
enron north america corp . from : george weissman 04 / 24 / 2001 08 : 03 am
to : robert cotten / hou / ect @ ect
cc : vance l taylor / hou / ect , daren j farmer / hou / ect , melissa graves / hou / ect
subject : may 2001 nomination
bob ,
questions based on the information in the facilitation by location report :
1 . meter 9643 hgpl / hpl - stratton , tejones operating corporation , sitara 266970 : should this purchase be at meter 9638 , freeman prod - maxin",legitimate
"Subject: var  david ,  during today ' s var coordination meeting we had a discussion of issues  related to mapping of the forward price curves into core locations .  mapping is a necessity dictated by the limitations of the computer system :  we have to reduce the dimensionality of the problem to stay within the bounds  of available cpu memory . also , in some cases the quality of price discovery is poor  and it ' s difficult to model the price curves independently : we solve the problem by mapping  them into more liquid and better behaved core locations curves .  we have agreed on the following :  1 . winston will investigate the it side and determine to what extent we can increase the number  of forward price curves that are simulated as basic ( core ) curves . he will investigate the impact of a larger  number of the core curves on the time required to complete the var run .  2 . the curves associated with the biggest 10 - 20 positions in each commodity should be  modeled as core cu",legitimate
"Subject: re : brad romine  that is fine . i look forward to visiting with him .  celeste  vince j kaminski  05 / 12 / 2000 08 : 56 am  to : celeste roberts / hou / ect @ ect  cc : vince j kaminski / hou / ect @ ect  subject : brad romine  celeste ,  as you may know , brad romine ' s dot . com venture fell apart .  the offer from enron looks much better now . i have arranged for him  a number of different interviews ( including one with you ) . i think we should  not be too  punitive and give him the 2 nd chance . i am setting up for him interviews with  rac ,  ebs and greg whalley and he should be able to negotiate a good first rotation .  please , give me a call if you have any other question .  vince kaminski",legitimate
"Subject: enron actuals for june 26 , 2000
teco tap 20 . 000 / enron ; 5 . 833 / hpl iferc ; 94 . 167 / hpl gas daily
ls hpl lsk ic 30 . 000 / enron",legitimate
"Subject: notebookplus - carrying cases
notebook carrying
cases
standard
features
premium
features
$ 8 . 90 ref : 421430
fits 15 "" notebooks . durable
canvas soft - side casing . front compartment
for accessories . mid compartment for
documents and laptop computer . protects notebooks
up to 14 . 5 "" x 11 . 5 "" . rear compartment for extra
documents .
$ 12 . 55 ref : 433129
fits 16 "" + 15 . 4 ""
notebooks . multiple compartments for notebook
accessories and documents . front compartment
for accessories .
mega
features
executive
features
$ 14 . 65 ref : 433723
fits oversized
notebooks up to 17 "" x 13 "" x 2 . 5 "" .
durable soft - side
canvas casing .
multiple compartments for notebook accessories and
documents .
front and interior accessory
compartment .
mid computer
compartment
rear slot
pocket .
$ 22 . 85 ref : 421454
soft sided , high quality coskin
casing . front compartment for accessories .
protects notebooks up to 16 . 5 "" x 11 "" .
mid compartm",spam
"Subject: enron / hpl actuals for june 30 thru july 2 , 200
june 30 , 2000
teco tap 8 . 750 / enron ; 51 . 250 / gas daily
ls hpl lsk ic 30 . 000 / hpl gas daily
july 1 , 2000
teco tap 40 . 000 / enron ; 80 . 000 / hpl iferc
july 2 , 2000
teco tap 40 . 000 / enron ; 80 . 000 / hpl iferc",legitimate
"Subject: oasis on - line
daren - - -
oasis will be doing away with the temporary passwords for their on - line nom they are
encourageing everyone to get on board . let me know what you want to do . i
have attached the agreement , and info on the nom / confirm cycles . i have been
using it this week and it is pretty user friendly . the reporting
capabilities are still being developed , but i am told it should be ready
soon . take a look for yourself @ www . oasispipeline . com . . . . . . . . . . logon :
north . . . . . password : enron . . . . . . . . currently , no intradays are allowed
online ( only by fax / email ) because they want to approve same days , but they
are looking at allowing them in the future .
- - mark",legitimate
"Subject: test to dfarmer @ enron . com
doug :
please let me know if you receive this e - mail , by replying to it . this is a
test to :
dfarmer @ enron . com
thanks . sarah .
get your private , free email at http : / / www . hotmail . com",legitimate
"Subject: re : var and credit meeting on wednesday , april 11 at 11 : 30 am  everybody ,  this week our regular meeting will be devoted primarily to 2 subjects :  1 . simulating power prices in var ;  2 . capturing correlations across commodities as well as across term structure  of  forward prices .  research will present some suggestions based on data analysis .  detailed agenda is enclosed .  please , let shirley crenshaw know if you are not planning to attend .  tanya .",legitimate
"Subject: kirstee ' s role in london  vince :  this is precisely the concern i have for kirstee . steve tells me that she is  very imaginative and eager to try to add value , but she has no local  supervisor to help push some of her ideas . i will give you an update of our  discussion later and solicit your suggestions .  grant .  - - - - - - - - - - - - - - - - - - - - - - forwarded by grant masson / hou / ect on 07 / 25 / 2000 09 : 07  am - - - - - - - - - - - - - - - - - - - - - - - - - - -  kirstee hewitt  07 / 25 / 2000 08 : 48 am  to : grant masson / hou / ect @ ect  cc :  subject : meeting today  hi grant - as anjam has set up a meeting for 9 : 30 your time how about we try  and talk afterwards . originally we said 10 : 00 your  time but i guess that the mg meeting will take longer than half an hour . are  you free around 10 : 30 your time ?  i think some of the communication problems i originally had with anjam have  been resolved ( although it was a difficult situation to inter",legitimate
"Subject: xa . nax & alprazolam cheap
message for paliourg wed , 17 mar 2004 12 : 21 : 10 - 0500
get meds cheap .
s . a . v . e m . o . n . e . y c . l . i . c . k h . e . r . e
dialup eros inaccuracy preamble predominant momenta prosecution tragedian barcelona uniprocessor deane chrysolite synchronism accuracy spend ameliorate bookbind heterosexual deform caviness joss citrate tennis barkeep clutter thermo sandpaper barren scourge deport algal abominable incapacitate crisscross bluebush nod cyprian vacillate cognate phillips uri mantrap sourwood pus amarillo carbon potatoes jacm annual diplomatic jitterbugging chandelier circumspect candidate canister cognitive sesame axiomatic pusey airborne bowditch despair presume janus pavanne cannot superintendent tva poole arty raisin cold poughkeepsie cite marmalade leftmost bully sol frigga backwood crag wastrel leander avertive corbett metabolism sportswear delmarva crucible sousa tertiary lacrosse churchmen applicable conscription edit am",spam
"Subject: increases cardiac output and athletic performance  no doctor visits required  recapture your youth and feel the energy  for many , this is a powerful second chance  press here to read about  http : / / yv . i 2 el . glowlineensured . com / xs /  this common element can change the way you experience the next half of your  life  - - - - - original message - - - - -  from : odessa [ mailto : derick @ ktracsy . com ]  sent : tuesday , march 3 , 2005 5 : 42 am  to : donnie ; rebbecca @ rixranxne . com ; blanche ; janelle ; kazuko  subject : fully living life  i am busy , no thank you , go above and use link and address is on site  his surprise was great when the garment of repulsion arrested the blow and  nearly overthrew the aggressor in turn .  snatching a dagger from his sash , he bounded upon the boy so fiercely that  the next instant the enraged turk found himself lying upon his back three  yards away , while his dagger flew through the air and landed deep in the  desert sands",spam
"Subject: your in - home source of health information  right place to look for buying cheap viagra online !  light be the earth upon you , lightly rest .  you never lose by loving . you always lose by holding back .  the road to true love never did run smooth .",spam
"Subject: sanchez oil & gas - 20 , 000 / d , harris county , texas
daren , sanchez oil & gas has 3 wells ( their highlander wells ) connected to hpl at meter no . 98 - 9760 . these wells are flowing approx . 20 , 000 / d and sanchez would like to have a bid for the gas beginning december 1 for 1 year . their term will be up w / hpl then . can we get a transport bid from hpl to wherever you need the gas and i can buy it at receipt point less their transport or we can buy it at the meter . i know the rate will not be "" pretty "" , but there are other reasons sanchez may prefer to have enron buy their gas . let ' s discuss at your convenience . ( there is no rush now , buit i ' d like to be looking at it in the next month ) . thanks .",legitimate
"Subject: localized software , all languages available .  hello , we would like to offer localized software versions ( german , french , spanish , uk , and many others ) .  just few examples :  - norton internet security pro 2005 - $ 29 . 95  - windows xp professional with sp 2 fuii version - $ 59 . 95  - corei draw graphics suite 12 - $ 49 . 95  - dreamweaver mx 2004 ( homesite 5 . 5 including ) - $ 39 . 95  - macromedia studio mx 2004 - $ 119 . 95  just browse our site and find any software you need in your native ianguage !  best reqards ,  valarie",spam
"Subject: re : f / u to dr . kaminski @ enron from iris mack  happy to do so , vince . hope your holidays were wonderful !  molly  vince j kaminski  11 / 27 / 2000 01 : 39 pm  to : molly magee / hou / ect @ ect  cc : vince j kaminski / hou / ect @ ect , stinson gibner / hou / ect @ ect , shirley  crenshaw / hou / ect @ ect  subject : re : f / u to dr . kaminski @ enron from iris mack  molly ,  i would like to invite iris for an interview . you can contact her at the  addresses she listed below  or at her e - mail address .  the following persons will participate at the interview :  stinson gibner  zimin lu  tanya tamarchenko  vasant shanbhogue  myself  stinson and i will take her out to lunch .  vince  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 11 / 27 / 2000  01 : 35 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  "" iris mack "" on 11 / 21 / 2000 04 : 12 : 43 pm  to : irismmack @ hotmail . com , vince . j . kaminski @ enron . com  ",legitimate
"Subject: confirmation of your online order  wincenty j kaminski ( vkamins @ enron . com )  this email is to confirm your online order which was received on 24 - aug - 2000 .  please note that this does not constitute a receipt .  if you have any queries or problems please e - mail  directcustserve @ cup . cam . ac . uk ( customer services ) quoting order reference  number web 5908 / ds 51002180 .  totals : 1 lines , 1 items , weight 0 . 630 kg , value gbp 30 . 00  delivery charge , air : gbp 5 . 00  total cost : gbp 35 . 00  shopping basket  theory of financial risks , from statistical physics to risk management ,  jean - philippe bouchaud ( hardback ) , isbn 0521782325  quantity : 1 reference : kaminski cost : gbp 30 . 00 in stock",legitimate
"Subject: risk assessment  this is to confirm the meeting setup for november 22 nd at 9 : 00 am w / mechelle  atwood and shawn kilchrist regarding risk assessment for 2001 . location is  ebl 962 . if you have any questions , please call me at x 58174 .  thanks",legitimate
"Subject: vacation scheduled
i will be on vacation friday , march 24 th , 27 th , 28 th and maybe 29 th . in my
absence please call jackie young @ 3 - 9497 .
susan { @ 3 - 5796 } will back up jackie starting tuesday , march 28 th during my
absence for industrial activity .",legitimate
"Subject: the garp 2001 convention  dear mr kaminski  ?  please find attached important information concerning the garp 2001  convention , which will be held in new york between 13 th and 14 th february ,  2001 .  ?  please respond by the 6 th september so that all your details are correctly  put into the brochure and our web site . should you have any queries please  do not hesitate to contact me .  ?  i look forward to working with you and to seeing you in new york in february .  ?  kind regards  ?  andreas  _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  andreas simou  garp 2001 - conference producer  tel ? + 44 ( 0 ) 20 7626 9301  fax + 44 ( 0 ) 20 7626 9900  - kaminski . doc",legitimate
"Subject: weijun decided not to interview  i guess this means "" back to the drawing board "" . weijun has decided not to interview .  lance  - - - - - - - - - - - - - - - - - - - - - - forwarded by lance cunningham / na / enron on 04 / 18 / 2001 09 : 40 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  "" ji , weijun "" on 04 / 18 / 2001 08 : 06 : 44 am  to : "" ' lance . cunningham @ enron . com ' ""  cc :  subject : please call me  dear lance ,  thank you very much for all of your help through this process .  at present , i am really tied up with mock market activities in austin  energy . it would be inappropriate for me to leave at this time since the  whole project will be jeopardized . therefore , i decided not coming to  houston for an interview . i sincerely apologize for any inconvenience this  may cause you .  i do appreciate what you did and hope we can keep in touch in the future .  thank you again for your help and wish you best .  sincerely ,  weijun ji",legitimate
"Subject: year end 2000 performance feedback  note : you will receive this message each time you are selected as a reviewer .  you have been selected to participate in the year end 2000 performance  management process by providing meaningful feedback on specific employee ( s ) .  your feedback plays an important role in the process , and your participation  is critical to the success of enron ' s performance management goals .  to complete requests for feedback , access pep at http : / / pep . corp . enron . com  and select perform review under performance review services . you may begin  providing feedback immediately and are requested to have all feedback forms  completed by friday , november 17 , 2000 .  if you have any questions regarding pep or your responsibility in the  process , please contact the pep help desk at :  houston : 1 . 713 . 853 . 4777 , option 4  london : 44 . 207 . 783 . 4040 , option 4  email : perfmgmt @ enron . com  thank you for your participation in this impor",legitimate
"Subject: time sensitive : executive impact & influence program survey  * * * reminder * * *  we have not yet received your feedback . your input is  very valuable and to be included in the participant ' s  summary report , it must be received no later than close  of business on friday , february 9 . without your  feedback , the participant may not receive a summary  report or be eligible to attend the program .  * immediate action required - do not delete *  executive impact & influence program  dear vince kaminski ,  as part of the executive impact and influence program ,  each participant is asked to gather input on the  participant ' s own management styles and practices as  experienced by their immediate manager , each direct  report , and up to eight colleagues / peers .  you have been requested to provide feedback for a  participant attending the next program . your input  ( i . e . , a self assessment , if you are a participant in  this program , manager assessment , direct repo",legitimate
Subject: re : systemworks clearance sale _ limited quantities _ only $ 29 . 99 tj  take  control of your computer with this top - of - the - line software !  norton  systemworks 2002 software suite  - professional edition -  includes  six - yes 6 !  - feature - packed utilitiesall for 1  special low  price of only  $ 29 . 99 !  this  software will : -  protect your computer from unwanted and hazardous viruses -  help secure your private valuable information - allow  you to transfer files and send e - mails safely -  backup your all your data quick and easily - improve your  pc ' s performance w / superior  integral diagnostics ! - you ' ll never have to take your  pc to the repair shop again !  6  feature - packed utilities  1  great price  a $ 300 +  combined retail value  yours for  only $ 29 . 99 !  price includes free  shipping ! and  for a limited time buy any 2 of our products get 1 free !  don ' t fall  prey to destructive viruses or hackers ! protect your computer and  your val,spam
"Subject: thanks again  vince and stinson ,  i would like to thank you for helping me trying to find an internship . i  really appreciate the attention you gave to me .  i am happy to tell you that i found an internship in my area of interest  with mfrgroup . it is a consulting company that provides management  consulting , advisory , finance , operations management and information  technology services . i will be helping them to develop a new business  related with e - commerce b - to - b .  from now on , i will be concentrating my efforts in finding a full time  position , because i will graduate at the end of the year . i do not want to  miss enron ' s deadline , and i am still very interested in enrononline  business . please keep me updated if any opportunity arises .  thanks again  carla di castro  ps : vince , i tried to call you today , but it looks like you will be out of  the office until monday . i just wanted to say thank you .",legitimate
"Subject: logo , stationer , website design and so much more !  lt is really hard to recollect a company : the  market is full of suggestions and the information isoverwhelming ; but a good  catchy logo , stylish stationery and outstanding webslte  wili make the task much easier .  we do not promise that havinq ordered a loqo your  company wiil automaticaiiy become a worid ieader : it isguite ciear that  without qood products , effective business organization and practicable aim it  will be hotat nowadays market ; but we do promise that your marketing efforts  will become much more effective . here is the list of clear  benefits : creativeness : hand - made , original logos , specially done  to reflect your distinctive company image . convenience : logo and stationery  are provided in all formats ; easy - to - use content management system letsyou  change your website content and even its structure . promptness : you  will see logo drafts within three business days . affordability : you",spam
"Subject: new financial operations contacts for energy operations
i just wanted to give all of you an update to my previous message on the
replacement for brian heinrich in financial operations . jennifer blay was
going to be his replacement ; however , jennifer has accepted a position in
energy operations working for jeff sorenson . the newest addition to the
financial operations staff is holly heath who joins us from bank united . she
is located at eb - 2419 a and can be reached at ext . 3 - 5843 . in addition , sarah
brown will transfer as manager of the consolidated reporting team from the
gas and transmission assets team in the business analysis and reporting
organization . sarah is located at eb - 2419 b and can be reached at ext . 3 - 3417 .
brian will be helping to transition holly into her new responsibilities . as
such , you will be receiving e - mails from brian during the next week or so .
after that , holly will begin to request information directly from you .
",legitimate
Subject: re [ 8 ],spam
"Subject: get big , ripped & strong ! ! deca , d - bol , winni - v ! 1095  get big , ripped , & strong ! real anabolic pharmaceuticals ! *  - d - bol  - winni - v  - equipose  - ghb  - and more !  - click here to enter = = = = = > sdi - labs anabolics  ( please click on the link below or copy and paste the following url into your browser if above link does not work . )  http : / / www . sdilabsol - 02 . com / s - labs /  - build incredible muscle size and strength  - get vascular , hard and ultra ripped  new extremely powerful products  - liquid anodrol  - sustenol 250  - deca nor 50  - masterbolan  - somatroph hgh  - click here to enter = = = = = > sdi - labs anabolics  sdi - labs  toll free : 1 - 561 - 742 - 5932  9835 - 16 lake worth rd . # 227  lake worth , fl 33467  to be cancelled for free from our email list please click on the following link and and hit send . your email address will be removed within 24 hours . cancel @ tgifcam . com  if above link does not work please send an ",spam
"Subject: re : cornhusker
john ,
i have a draft that i have been working on revising - - got pulled off to work
on triple lutz again and may not have anything to distribute until late next
week - - i will be out of the office on triple lutz the rest of today and
tomorrow and then out of town until the 25 th - - i will try to get something to
you to look at before i go but can make no guarantees - -
sandi
john griffith @ enron
10 / 17 / 2000 08 : 17 am
to : sandi m braband / hou / ect @ ect
cc :
subject : cornhusker
sandi ,
what is going on with cornhusker ? have we made any progress on the
agreement ? please let me know where we stand . thanks .
john",legitimate
"Subject: hub destructions - rough draft in progress
please see attached , would love feedback .",legitimate
"Subject: enron / hpl actuals for january 22 , 2001
teco tap 60 . 000 / enron",legitimate
"Subject: enron / hpl actuals for january 19 - 21 , 2001
jan . 19 , 2001
teco tap 31 . 667 / enron
jan . 20 , 2001
teco tap 37 . 500 / enron
jan . 21 , 2001
teco tap 40 . 000 / enron",legitimate
"Subject: evaluations - enron  please pass this along to others who may have worked with the students .  to : tiger hosts  from : field application project office  the wharton school  university of pennsylvania  re : tiger team evaluations  thank you for hosting the tiger team project , field application project  2001 . this opportunity provided the student team a worthwhile experience to  apply newly acquired skills to a real world issue facing your company . your  dedication and support of the project contributed greatly to its success .  hopefully , by now you have had the opportunity to review the final reports .  please take a moment to complete the host evaluation form available at :  ( use internet explorer )  username : tiger  password : fap 2001 ( no space between )  ( note : case sensitive , please use lower case )  deadline for acceptance : wednesday , april 25 , 2001  your feedback is important to us . it is taken into consideration when  calculating student grades and when ",legitimate
"Subject: enron actuals for june 22 , 2000
teco tap 100 . 000 / hpl iferc
20 . 000 / enron
ls hpl katy 30 . 000 / enron",legitimate
"Subject: re : argentina modelling  michael ,  what about 1 : 00 p . m . thursday ?  vince  michael guerriero @ enron _ development  01 / 05 / 2000 05 : 47 pm  to : vince j kaminski / hou / ect @ ect  cc :  subject : re : argentina modelling  could we meet tomorrow afternoon ?  mfg  vince j kaminski @ ect  12 / 30 / 99 06 : 41 pm  to : michael guerriero / enron _ development @ enron _ development  cc : vince j kaminski / hou / ect @ ect  subject : re : argentina modelling  michael ,  sorry , i was out around the holidays .  i shall be glad to meet with you in the lst week  of january . please call me ( 3 - 3848 ) or my assistant ,  shirley crenshaw , 3 - 5290 .  vince  michael guerriero @ enron _ development  12 / 20 / 99 02 : 31 pm  to : vince j kaminski @ ect  cc :  subject : argentina modelling  i am responsible for our argentina operation and would like to discuss some  modelling issues with you . could you be available wednesday for a meeting .  thanks  mfg",legitimate
"Subject: re : atmic hurta # 1 - new production
vance ,
deal # 303948 has been created and entered in sitara .
bob
vance l taylor
06 / 19 / 2000 02 : 56 pm
to : vance l taylor / hou / ect @ ect
cc : robert cotten / hou / ect @ ect , hillary mack / corp / enron @ enron , lisa
hesse / hou / ect @ ect , heidi withers / hou / ect @ ect , susan smith / hou / ect @ ect , donald
p reinhardt / hou / ect @ ect , melissa graves / hou / ect @ ect
subject : re : atmic hurta # 1 - new production
auugghh !
that ' s the marquee corporation
vlt
x 3 - 6353
vance l taylor
06 / 19 / 2000 02 : 54 pm
to : vance l taylor / hou / ect @ ect
cc : robert cotten / hou / ect @ ect , hillary mack / corp / enron @ enron , lisa
hesse / hou / ect @ ect , heidi withers / hou / ect @ ect , susan smith / hou / ect @ ect , donald
p reinhardt / hou / ect @ ect , melissa graves / hou / ect @ ect
subject : re : atmic hurta # 1 - new production
revision , the correct counterparty name should be marque co",legitimate
