tweet_id,text,airline_sentiment,airline,text_len,clean_text,clean_text_no_hashtag_emoji,challenge_types,has_challenge
568258333649604608,"@USAirways captain on flight 1712 from PHX-PHL at 3:55 tonight was hilarious. ""Greetings from the pointy end of the airplane"" haha thanks!",positive,US Airways,138,"<USER> captain on flight 1712 from PHX-PHL at 3:55 tonight was hilarious. ""Greetings from the pointy end of the airplane"" haha thanks!","<USER> captain on flight 1712 from PHX-PHL at 3:55 tonight was hilarious. ""Greetings from the pointy end of the airplane"" haha thanks!",['domain'],True
568542364207325185,@SouthwestAir :( Thanks for the opportunity...,positive,Southwest,46,<USER> :( Thanks for the opportunity...,<USER> :( Thanks for the opportunity...,['elongation'],True
567780624531222528,"@USAirways after missing my flight and reFlight Booking Problems 2x, I just walked onto another flight and my phone was still on the seat!!",positive,US Airways,139,"<USER> after missing my flight and reFlight Booking Problems 2x, I just walked onto another flight and my phone was still on the seat!!","<USER> after missing my flight and reFlight Booking Problems 2x, I just walked onto another flight and my phone was still on the seat!!",['domain'],True
570033627939131392,@united These are great fares!!!!!,positive,United,34,<USER> These are great fares!!!!!,<USER> These are great fares!!!!!,['elongation'],True
570240764812378112,@AmericanAir Your response has been incredible. Truly amazed at the steps you have taken to enhance your customer relations. Big thank you 😄,positive,American,140,<USER> Your response has been incredible. Truly amazed at the steps you have taken to enhance your customer relations. Big thank you 😄,<USER> Your response has been incredible. Truly amazed at the steps you have taken to enhance your customer relations. Big thank you,['emoji-heavy'],True
569885201293307905,@AmericanAir awesome flight this morning on AA3230! Awesome crew and even landed early!,positive,American,87,<USER> awesome flight this morning on AA3230! Awesome crew and even landed early!,<USER> awesome flight this morning on AA3230! Awesome crew and even landed early!,['domain'],True
568818695562260481,@JetBlue Thanks for the $100 credit because of the 4hr delay. I can tell customer service means a lot to YOU #Thankful,positive,Delta,118,<USER> Thanks for the $100 credit because of the 4hr delay. I can tell customer service means a lot to YOU #Thankful,<USER> Thanks for the $100 credit because of the 4hr delay. I can tell customer service means a lot to YOU,"['hashtag', 'domain']",True
568585356586586113,@SouthwestAir Jason (108639) at Gate #3 in SAN made my afternoon!!! #southwestairlines #stellarservice #thanks!,positive,Southwest,111,<USER> Jason (108639) at Gate #3 in SAN made my afternoon!!! #southwestairlines #stellarservice #thanks!,<USER> Jason (108639) at Gate in SAN made my afternoon!!! !,"['hashtag', 'elongation', 'domain']",True
569394918675783681,@JetBlue thanks for the response - when is the next flight after the 9:48 flight?,positive,Delta,81,<USER> thanks for the response - when is the next flight after the 9:48 flight?,<USER> thanks for the response - when is the next flight after the 9:48 flight?,['domain'],True
569229572123680769,@JetBlue @amybruni @DIRECTTV but of course! :-) #bestdressed #bluecarpet,positive,Delta,72,<USER> <USER> <USER> but of course! :-) #bestdressed #bluecarpet,<USER> <USER> <USER> but of course! :-),['hashtag'],True
568192942088843264,"@JetBlue I can't say what airline I am on right now, but I sincerely miss you. #bestairline",positive,Delta,91,"<USER> I can't say what airline I am on right now, but I sincerely miss you. #bestairline","<USER> I can't say what airline I am on right now, but I sincerely miss you.",['hashtag'],True
569927792781086720,@JetBlue sounds good!!!💙💙💙💙,positive,Delta,27,<USER> sounds good!!!💙💙💙💙,<USER> sounds good!!!,"['emoji-heavy', 'elongation']",True
570238577683996672,"@SouthwestAir is the best airline hands down. Amazing customer service, bags free and affordable flights. #happycamper",positive,Southwest,118,"<USER> is the best airline hands down. Amazing customer service, bags free and affordable flights. #happycamper","<USER> is the best airline hands down. Amazing customer service, bags free and affordable flights.","['hashtag', 'domain']",True
568883464923000832,@SouthwestAir Flight 3056. Only an hour long but one of the best flights I've ever had. Kudos to flight crew and airline in general.,positive,Southwest,132,<USER> Flight 3056. Only an hour long but one of the best flights I've ever had. Kudos to flight crew and airline in general.,<USER> Flight 3056. Only an hour long but one of the best flights I've ever had. Kudos to flight crew and airline in general.,['domain'],True
568598882613133314,"@USAirways I know that, thanks. Evaluate further ;-) ... -Chairman",positive,US Airways,66,"<USER> I know that, thanks. Evaluate further ;-) ... -Chairman","<USER> I know that, thanks. Evaluate further ;-) ... -Chairman",['elongation'],True
569594712337854464,@AmericanAir thank you for quick responses.   #aa usually has fantastic customer service. That's why I was so shocked when it wasn't there,positive,American,138,<USER> thank you for quick responses. #aa usually has fantastic customer service. That's why I was so shocked when it wasn't there,<USER> thank you for quick responses. usually has fantastic customer service. That's why I was so shocked when it wasn't there,['hashtag'],True
568171538324840449,@USAirways we haven't departed yet so let's not get too high hopes.  But everything has been on schedule so far,positive,US Airways,111,<USER> we haven't departed yet so let's not get too high hopes. But everything has been on schedule so far,<USER> we haven't departed yet so let's not get too high hopes. But everything has been on schedule so far,['negation'],True
568215698524246016,@southwestair thanks for taking it up a notch!! leinenkugels #craftbeer #goodflight @ Norfolk… http://t.co/TgSLjjN6g0,positive,Southwest,117,<USER> thanks for taking it up a notch!! leinenkugels #craftbeer #goodflight @ Norfolk… <URL>,<USER> thanks for taking it up a notch!! leinenkugels @ Norfolk… <URL>,"['hashtag', 'domain']",True
568861899435016192,@USAirways - Check-in staff at PHX are awesome! Great traffic control for general boarding.,positive,US Airways,91,<USER> - Check-in staff at PHX are awesome! Great traffic control for general boarding.,<USER> - Check-in staff at PHX are awesome! Great traffic control for general boarding.,['domain'],True
567753194546421760,@SouthwestAir no worries. We got thru eventually. I was just curious. Best of luck to you dealing with the weather!,positive,Southwest,115,<USER> no worries. We got thru eventually. I was just curious. Best of luck to you dealing with the weather!,<USER> no worries. We got thru eventually. I was just curious. Best of luck to you dealing with the weather!,['negation'],True
570237762063831040,@SouthwestAir thanks to Ella-Mae at LAS counter for going above and beyond to help us get back to ABQ after our flight was Cancelled Flightled!,positive,Southwest,143,<USER> thanks to Ella-Mae at LAS counter for going above and beyond to help us get back to ABQ after our flight was Cancelled Flightled!,<USER> thanks to Ella-Mae at LAS counter for going above and beyond to help us get back to ABQ after our flight was Cancelled Flightled!,['domain'],True
569880251767123968,@AmericanAir Huge thanks for fixing our flights! appreciate the customer service. now if only i could get seats assigned: me next to my wife,positive,American,140,<USER> Huge thanks for fixing our flights! appreciate the customer service. now if only i could get seats assigned: me next to my wife,<USER> Huge thanks for fixing our flights! appreciate the customer service. now if only i could get seats assigned: me next to my wife,['domain'],True
569824565091823616,@united EWR agent Barbara was FABULOUS and an example of CUST. SERV. A pleasure talking to you😊 http://t.co/KMQuLY9g5E,positive,United,118,<USER> EWR agent Barbara was FABULOUS and an example of CUST. SERV. A pleasure talking to you😊 <URL>,<USER> EWR agent Barbara was FABULOUS and an example of CUST. SERV. A pleasure talking to you <URL>,['emoji-heavy'],True
569572707299299328,@JetBlue thanks for making my trip home #MintyFresh next #brandmance flight I'll take more selfies! #LOVE #travel #business,positive,Delta,123,<USER> thanks for making my trip home #MintyFresh next #brandmance flight I'll take more selfies! #LOVE #travel #business,<USER> thanks for making my trip home next flight I'll take more selfies!,"['hashtag', 'domain']",True
567769981128282113,"@VirginAmerica so loyal that I'm driving to #NYC from #PA, to fly Virgin,  since you cut #Philly flights ;)",positive,Virgin America,107,"<USER> so loyal that I'm driving to #NYC from #PA, to fly Virgin, since you cut #Philly flights ;)","<USER> so loyal that I'm driving to from , to fly Virgin, since you cut flights ;)","['hashtag', 'domain']",True
